abandonaren: 1
abandonat: 1
abans: 12
abatut: 1
abide: 1
abocada: 2
abocant: 1
about: 8
abracada: 3
abracades: 1
abracaren: 1
abracava: 2
abrandat: 1
abriga: 1
abrigava: 1
abrusa: 1
abrusaren: 1
abscondir: 1
absencies: 1
absolta: 1
absolutament: 1
absorbent: 1
absorbiran: 1
abstreta: 1
abundantia: 1
abus: 1
acaba: 6
acabada: 1
acaballes: 1
acabant: 1
acabar: 3
acabaria: 1
acabat: 2
acabats: 1
acabava: 5
acabaven: 1
acabes: 1
acabi: 1
acalorada: 1
acaronava: 1
accentuant: 1
accept: 1
acceptar: 1
acceptat: 1
accepted: 2
accepting: 1
access: 10
accessed: 1
accessible: 1
accident: 2
accidentalment: 1
accio: 3
accordance: 2
acer: 1
aclari: 1
aclofant: 1
acluca: 1
aclucava: 1
acolorada: 1
acolori: 1
acomiada: 1
acomoda: 1
acomodaren: 1
acomodaticia: 1
acompanya: 3
acompanyat: 1
acompanyava: 1
acondui: 1
aconduia: 1
aconhortar: 2
aconhortes: 1
aconsegueix: 1
aconseguia: 1
aconseguir: 2
aconseguireu: 1
aconseguit: 1
aconsella: 1
aconsellada: 1
aconsellar: 1
aconsellat: 1
acorat: 1
acordonava: 1
acosta: 1
acostant: 2
acostats: 1
acostava: 2
acosti: 1
acta: 1
acte: 2
actes: 1
actitud: 4
actituds: 2
active: 2
actors: 1
actual: 1
actuant: 1
acudi: 2
acudia: 1
adagi: 1
adalerat: 1
adamantina: 1
addition: 1
additional: 4
additions: 1
address: 1
addresses: 1
ademes: 1
adequades: 1
adeu: 2
adjuntat: 1
adjutori: 1
admira: 1
admiradors: 1
admonicio: 1
adobar: 1
adobava: 1
adolescent: 1
adona: 2
adonar: 2
adoptant: 1
advers: 1
advertir: 2
advertit: 1
afalacs: 1
afalagar: 1
afalagat: 1
afanya: 1
afeblint: 1
afectant: 2
afectes: 1
afectuosament: 1
afegi: 6
afegir: 1
afigura: 1
afirmativa: 1
afogues: 1
afores: 1
afront: 2
afrontar: 1
agafa: 3
agafada: 2
agafant: 1
against: 1
agavellen: 1
aged: 1
agenolla: 1
agenollat: 1
agent: 1
agils: 1
agitaven: 2
agonia: 2
agraciades: 1
agradava: 2
agraiment: 1
agrait: 2
agraviis: 1
agre: 1
agree: 9
agreed: 1
agreement: 18
agres: 1
agricultura: 1
aguait: 1
aguantar: 1
aguantava: 1
agulla: 1
agullonat: 1
agut: 1
ahir: 2
ahuc: 2
aigua: 15
aigues: 1
aima: 1
aimava: 1
aire: 11
aires: 2
airet: 2
airets: 1
airosa: 2
ais: 1
aixada: 1
aixeca: 3
aixecades: 1
aixecant: 2
aixecaren: 2
aixella: 1
aixequi: 1
aixi: 34
aixo: 22
